County,Year-Month,Value,AQI,Pollutant
Stanislaus.1153,11/1/2017,15,35,81102
Stanislaus.1253,12/1/2017,31,65,81102
Sutter.173,1/1/2017,8,33,81102
Sutter.253,2/1/2017,8,32,81102
Sutter.353,3/1/2017,14,35,81102
Sutter.453,4/1/2017,13,40,81102
Sutter.553,5/1/2017,16.5,35,81102
Sutter.653,6/1/2017,18,31,81102
Sutter.753,7/1/2017,24,38,81102
Sutter.853,8/1/2017,28,47,81102
Sutter.953,9/1/2017,26.5,41,81102
Sutter.1053,10/1/2017,29,47,81102
Sutter.1153,11/1/2017,12,35,81102
Sutter.1253,12/1/2017,23,65,81102
Tehama.173,1/1/2017,7,32,81102
Tehama.253,2/1/2017,8,32,81102
Tehama.353,3/1/2017,12,35,81102
Tehama.453,4/1/2017,13,40,81102
Tehama.553,5/1/2017,21,35,81102
Tehama.653,6/1/2017,23,31,81102
Tehama.753,7/1/2017,27,37,81102
Tehama.853,8/1/2017,33,47,81102
Tehama.953,9/1/2017,32,41,81102
Tehama.1053,10/1/2017,52.5,48.5,81102
Tehama.1153,11/1/2017,14,35,81102
Tehama.1253,12/1/2017,26,64,81102
Trinity.173,1/1/2017,7,34,81102
Trinity.253,2/1/2017,8,33,81102
Trinity.353,3/1/2017,12,35,81102
Trinity.453,4/1/2017,13,39,81102
Trinity.553,5/1/2017,21,34,81102
Trinity.653,6/1/2017,23,30,81102
Trinity.753,7/1/2017,27,37,81102
Trinity.853,8/1/2017,33,48.5,81102
Trinity.953,9/1/2017,32,40,81102
Trinity.1053,10/1/2017,52.5,51,81102
Trinity.1153,11/1/2017,14,39,81102
Trinity.1253,12/1/2017,26,71,81102
Tulare.173,1/1/2017,8,32,81102
Tulare.253,2/1/2017,7,32,81102
Tulare.353,3/1/2017,13,34,81102
Tulare.453,4/1/2017,13,40,81102
Tulare.553,5/1/2017,17,35,81102
Tulare.653,6/1/2017,18,30,81102
Tulare.753,7/1/2017,24,37,81102
Tulare.853,8/1/2017,28,47,81102
Tulare.953,9/1/2017,26,41,81102
Tulare.1053,10/1/2017,30,46,81102
Tulare.1153,11/1/2017,13,35,81102
Tulare.1253,12/1/2017,24,64,81102
Tuolumne.173,1/1/2017,7,34,81102
Tuolumne.253,2/1/2017,8,32,81102
Tuolumne.353,3/1/2017,12,35,81102
Tuolumne.453,4/1/2017,13,40,81102
Tuolumne.553,5/1/2017,21,35,81102
Tuolumne.653,6/1/2017,23,31,81102
Tuolumne.753,7/1/2017,27,37,81102
Tuolumne.853,8/1/2017,33,48,81102
Tuolumne.953,9/1/2017,32,42,81102
Tuolumne.1053,10/1/2017,52.5,51,81102
Tuolumne.1153,11/1/2017,14,38,81102
Tuolumne.1253,12/1/2017,26,70,81102
Ventura.173,1/1/2017,8,32,81102
Ventura.253,2/1/2017,8,32,81102
Ventura.353,3/1/2017,13,35,81102
Ventura.453,4/1/2017,13,40,81102
Ventura.553,5/1/2017,19,35,81102
Ventura.653,6/1/2017,20,31,81102
Ventura.753,7/1/2017,26,38,81102
Ventura.853,8/1/2017,31,47,81102
Ventura.953,9/1/2017,30,42,81102
Ventura.1053,10/1/2017,34,47,81102
Ventura.1153,11/1/2017,13,35,81102
Ventura.1253,12/1/2017,24,64,81102
Yolo.173,1/1/2017,8,30,81102
Yolo.253,2/1/2017,7,33,81102
Yolo.353,3/1/2017,14,35,81102
Yolo.453,4/1/2017,12,40,81102
Yolo.553,5/1/2017,16,36,81102
Yolo.653,6/1/2017,17,31,81102
Yolo.753,7/1/2017,22,37,81102
Yolo.853,8/1/2017,26,47,81102
Yolo.953,9/1/2017,24,41,81102
Yolo.1053,10/1/2017,23,45,81102
Yolo.1153,11/1/2017,12,34.5,81102
Yolo.1253,12/1/2017,23,63,81102
Yuba.173,1/1/2017,8,33,81102
Yuba.253,2/1/2017,8,32,81102
Yuba.353,3/1/2017,14,35,81102
Yuba.453,4/1/2017,13,40,81102
Yuba.553,5/1/2017,18,35,81102
Yuba.653,6/1/2017,19,31,81102
Yuba.753,7/1/2017,25,38,81102
Yuba.853,8/1/2017,29,47,81102
Yuba.953,9/1/2017,29,41,81102
Yuba.1053,10/1/2017,30,47,81102
Yuba.1153,11/1/2017,13,35,81102
Yuba.1253,12/1/2017,24,65,81102
Alameda.183,1/1/2017,7.4,31,88101
Alameda.263,2/1/2017,5.2,32,88101
Alameda.363,3/1/2017,6.6,34,88101
Alameda.463,4/1/2017,6.1,40,88101
Alameda.563,5/1/2017,6.8,35,88101
Alameda.663,6/1/2017,7.2,30,88101
Alameda.763,7/1/2017,8.9,37,88101
Alameda.863,8/1/2017,11.3,47,88101
Alameda.963,9/1/2017,9.9,41,88101
Alameda.1063,10/1/2017,11,48.5,88101
Alameda.1163,11/1/2017,8.2,34,88101
Alameda.1263,12/1/2017,18.2,64,88101
Alpine.183,1/1/2017,7.6,32,88101
Alpine.263,2/1/2017,5.2,32,88101
Alpine.363,3/1/2017,6.7,35,88101
Alpine.463,4/1/2017,6.1,40,88101
Alpine.563,5/1/2017,6.8,35,88101
Alpine.663,6/1/2017,7.2,31,88101
Alpine.763,7/1/2017,8.8,37,88101
Alpine.863,8/1/2017,11.3,47,88101
Alpine.963,9/1/2017,9.9,41,88101
Alpine.1063,10/1/2017,11.3,47,88101
Alpine.1163,11/1/2017,8.3,35,88101
Alpine.1263,12/1/2017,18.6,65,88101
Amador.183,1/1/2017,7.6,32,88101
Amador.263,2/1/2017,5.2,32,88101
Amador.363,3/1/2017,6.8,35,88101
Amador.463,4/1/2017,6.2,40,88101
Amador.563,5/1/2017,6.9,35,88101
Amador.663,6/1/2017,7.3,30,88101
Amador.763,7/1/2017,9,38,88101
Amador.863,8/1/2017,11.35,47.5,88101
Amador.963,9/1/2017,10,42,88101
Amador.1063,10/1/2017,11.3,47,88101
Amador.1163,11/1/2017,8.4,35,88101
Amador.1263,12/1/2017,18.65,65,88101
Butte.183,1/1/2017,7.95,33,88101
Butte.263,2/1/2017,5.2,32,88101
Butte.363,3/1/2017,7,35,88101
Butte.463,4/1/2017,6.2,40,88101
Butte.563,5/1/2017,6.9,35,88101
Butte.663,6/1/2017,7.2,31,88101
Butte.763,7/1/2017,8.8,37,88101
Butte.863,8/1/2017,11.5,48,88101
Butte.963,9/1/2017,9.9,41,88101
Butte.1063,10/1/2017,11.6,48.5,88101
Butte.1163,11/1/2017,9,38,88101
Butte.1263,12/1/2017,19.8,67,88101
Calaveras.183,1/1/2017,7.9,33,88101
Calaveras.263,2/1/2017,5.25,32,88101
Calaveras.363,3/1/2017,6.8,35,88101
Calaveras.463,4/1/2017,6.2,40,88101
Calaveras.563,5/1/2017,6.9,35,88101
Calaveras.663,6/1/2017,7.3,31,88101
Calaveras.763,7/1/2017,9,38,88101
Calaveras.863,8/1/2017,11.4,48,88101
Calaveras.963,9/1/2017,9.9,41,88101
Calaveras.1063,10/1/2017,11.3,47,88101
Calaveras.1163,11/1/2017,8.6,36,88101
Calaveras.1263,12/1/2017,19,66,88101
Colusa.183,1/1/2017,7.9,33,88101
Colusa.263,2/1/2017,5.2,32,88101
Colusa.363,3/1/2017,6.8,35,88101
Colusa.463,4/1/2017,6.2,40,88101
Colusa.563,5/1/2017,6.9,35,88101
Colusa.663,6/1/2017,7.3,31,88101
Colusa.763,7/1/2017,9,38,88101
Colusa.863,8/1/2017,11.4,48,88101
Colusa.963,9/1/2017,9.9,41,88101
Colusa.1063,10/1/2017,11.3,47,88101
Colusa.1163,11/1/2017,8.6,36,88101
Colusa.1263,12/1/2017,19,66,88101
Contra Costa.183,1/1/2017,7.3,30,88101
Contra Costa.263,2/1/2017,5.1,33,88101
Contra Costa.363,3/1/2017,6.3,35,88101
Contra Costa.463,4/1/2017,5.8,40,88101
Contra Costa.563,5/1/2017,6.5,36,88101
Contra Costa.663,6/1/2017,7,31,88101
Contra Costa.763,7/1/2017,8.8,37,88101
Contra Costa.863,8/1/2017,11.1,47,88101
Contra Costa.963,9/1/2017,9.8,41,88101
Contra Costa.1063,10/1/2017,10.7,45,88101
Contra Costa.1163,11/1/2017,8.3,35,88101
Contra Costa.1263,12/1/2017,17.55,62.5,88101
Del Norte.183,1/1/2017,8.2,34,88101
Del Norte.263,2/1/2017,5.3,32,88101
Del Norte.363,3/1/2017,6.9,35,88101
Del Norte.463,4/1/2017,6.1,40,88101
Del Norte.563,5/1/2017,6.8,35,88101
Del Norte.663,6/1/2017,6.9,31,88101
Del Norte.763,7/1/2017,8.7,36,88101
Del Norte.863,8/1/2017,11.5,48,88101
Del Norte.963,9/1/2017,9.9,41,88101
Del Norte.1063,10/1/2017,12.1,51,88101
Del Norte.1163,11/1/2017,9,38,88101
Del Norte.1263,12/1/2017,21.3,70.5,88101
El Dorado.183,1/1/2017,7.9,33,88101
El Dorado.263,2/1/2017,5.25,32,88101
El Dorado.363,3/1/2017,6.8,34.5,88101
El Dorado.463,4/1/2017,6.2,40,88101
El Dorado.563,5/1/2017,6.9,35,88101
El Dorado.663,6/1/2017,7.3,30,88101
El Dorado.763,7/1/2017,9,38,88101
El Dorado.863,8/1/2017,11.4,48,88101
El Dorado.963,9/1/2017,9.9,41,88101
El Dorado.1063,10/1/2017,11.3,47,88101
El Dorado.1163,11/1/2017,8.6,36,88101
El Dorado.1263,12/1/2017,19,66,88101
Fresno.183,1/1/2017,7.4,31,88101
Fresno.263,2/1/2017,5.2,32,88101
Fresno.363,3/1/2017,6.7,35,88101
Fresno.463,4/1/2017,6.1,40,88101
Fresno.563,5/1/2017,6.8,35,88101
Fresno.663,6/1/2017,7.2,30,88101
Fresno.763,7/1/2017,8.8,37,88101
Fresno.863,8/1/2017,11.3,47,88101
Fresno.963,9/1/2017,9.9,41,88101
Fresno.1063,10/1/2017,11.1,46,88101
Fresno.1163,11/1/2017,8.3,35,88101
Fresno.1263,12/1/2017,18.25,64,88101
Glenn.183,1/1/2017,8.2,34,88101
Glenn.263,2/1/2017,5.5,32,88101
Glenn.363,3/1/2017,7.1,35,88101
Glenn.463,4/1/2017,6.3,40,88101
Glenn.563,5/1/2017,6.9,36,88101
Glenn.663,6/1/2017,7.1,31,88101
Glenn.763,7/1/2017,8.8,37,88101
Glenn.863,8/1/2017,11.65,48.5,88101
Glenn.963,9/1/2017,9.7,40,88101
Glenn.1063,10/1/2017,12.1,51,88101
Glenn.1163,11/1/2017,9.4,39,88101
Glenn.1263,12/1/2017,21.5,71,88101
Humboldt.183,1/1/2017,8.2,34,88101
Humboldt.263,2/1/2017,5.3,32,88101
Humboldt.363,3/1/2017,7,35,88101
Humboldt.463,4/1/2017,6.1,40,88101
Humboldt.563,5/1/2017,6.9,35,88101
Humboldt.663,6/1/2017,6.9,31,88101
Humboldt.763,7/1/2017,8.7,36,88101
Humboldt.863,8/1/2017,11.5,48,88101
Humboldt.963,9/1/2017,9.9,41,88101
Humboldt.1063,10/1/2017,11.8,49,88101
Humboldt.1163,11/1/2017,8.5,35,88101
Humboldt.1263,12/1/2017,19.5,67,88101
Imperial.183,1/1/2017,8.2,34,88101
Imperial.263,2/1/2017,5.3,33,88101
Imperial.363,3/1/2017,6.9,35,88101
Imperial.463,4/1/2017,6.1,40,88101
Imperial.563,5/1/2017,6.8,35,88101
Imperial.663,6/1/2017,6.9,29,88101
Imperial.763,7/1/2017,8.7,36,88101
Imperial.863,8/1/2017,11.5,48,88101
Imperial.963,9/1/2017,9.9,41,88101
Imperial.1063,10/1/2017,12.1,51,88101
Imperial.1163,11/1/2017,9,38,88101
Imperial.1263,12/1/2017,21.3,70.5,88101
Inyo.183,1/1/2017,7.2,30,88101
Inyo.263,2/1/2017,5.1,32,88101
Inyo.363,3/1/2017,6.6,35,88101
Inyo.463,4/1/2017,6,40,88101
Inyo.563,5/1/2017,6.7,35,88101
Inyo.663,6/1/2017,7,31,88101
Inyo.763,7/1/2017,8.8,37,88101
Inyo.863,8/1/2017,11.3,47,88101
Inyo.963,9/1/2017,9.9,41,88101
Inyo.1063,10/1/2017,11.1,51,88101
Inyo.1163,11/1/2017,8.2,34,88101
Inyo.1263,12/1/2017,18.2,64,88101
Kern.183,1/1/2017,8.2,34,88101
Kern.263,2/1/2017,5.4,32,88101
Kern.363,3/1/2017,7.1,35,88101
Kern.463,4/1/2017,6.4,40,88101
Kern.563,5/1/2017,7,35,88101
Kern.663,6/1/2017,7.4,31,88101
Kern.763,7/1/2017,9,38,88101
Kern.863,8/1/2017,11.6,48,88101
Kern.963,9/1/2017,10,42,88101
Kern.1063,10/1/2017,12.1,51,88101
Kern.1163,11/1/2017,9.1,38,88101
Kern.1263,12/1/2017,20.7,69,88101
Kings.183,1/1/2017,7.6,32,88101
Kings.263,2/1/2017,5.3,32,88101
Kings.363,3/1/2017,6.7,34.5,88101
Kings.463,4/1/2017,6.2,40,88101
Kings.563,5/1/2017,6.9,35,88101
Kings.663,6/1/2017,7.2,30,88101
Kings.763,7/1/2017,8.8,37,88101
Kings.863,8/1/2017,11.3,47,88101
Kings.963,9/1/2017,9.9,41,88101
Kings.1063,10/1/2017,11,46,88101
Kings.1163,11/1/2017,8.3,35,88101
Kings.1263,12/1/2017,18.2,64,88101
Lake.183,1/1/2017,7.35,30.5,88101
Lake.263,2/1/2017,5.2,32,88101
Lake.363,3/1/2017,6.6,35,88101
Lake.463,4/1/2017,6.1,40,88101
Lake.563,5/1/2017,6.8,35,88101
Lake.663,6/1/2017,7.2,30,88101
Lake.763,7/1/2017,8.8,37,88101
Lake.863,8/1/2017,11.4,48,88101
Lake.963,9/1/2017,9.9,41,88101
Lake.1063,10/1/2017,11.2,47,88101
Lake.1163,11/1/2017,8.3,35,88101
Lake.1263,12/1/2017,18.2,64,88101
Lassen.183,1/1/2017,8.2,34,88101
Lassen.263,2/1/2017,5.4,32,88101
Lassen.363,3/1/2017,7.1,35,88101
Lassen.463,4/1/2017,6.4,40,88101
Lassen.563,5/1/2017,7,35,88101
Lassen.663,6/1/2017,7.4,31,88101
Lassen.763,7/1/2017,9,38,88101
Lassen.863,8/1/2017,11.6,48,88101
Lassen.963,9/1/2017,10,42,88101
Lassen.1063,10/1/2017,12.1,51,88101
Lassen.1163,11/1/2017,9.1,38,88101
Lassen.1263,12/1/2017,20.7,69,88101
Los Angeles.183,1/1/2017,7.2,30,88101
Los Angeles.263,2/1/2017,5,32,88101
Los Angeles.363,3/1/2017,6.1,35,88101
Los Angeles.463,4/1/2017,5.7,40,88101
Los Angeles.563,5/1/2017,6.3,35,88101
Los Angeles.663,6/1/2017,6.9,31,88101
Los Angeles.763,7/1/2017,8.7,37,88101
Los Angeles.863,8/1/2017,11.1,46,88101
Los Angeles.963,9/1/2017,9.7,41,88101
Los Angeles.1063,10/1/2017,10.6,44,88101
Los Angeles.1163,11/1/2017,8.3,35,88101
Los Angeles.1263,12/1/2017,17.35,62,88101
Madera.183,1/1/2017,7.4,31,88101
Madera.263,2/1/2017,5.2,32,88101
Madera.363,3/1/2017,6.7,34,88101
Madera.463,4/1/2017,6.1,40,88101
Madera.563,5/1/2017,6.9,35,88101
Madera.663,6/1/2017,7.2,30,88101
Madera.763,7/1/2017,8.8,37,88101
Madera.863,8/1/2017,11.2,47,88101
Madera.963,9/1/2017,9.9,41,88101
Madera.1063,10/1/2017,11,46,88101
Madera.1163,11/1/2017,8.2,34,88101
Madera.1263,12/1/2017,17.6,63,88101
Marin.183,1/1/2017,7.4,31,88101
Marin.263,2/1/2017,5.2,32,88101
Marin.363,3/1/2017,6.7,35,88101
Marin.463,4/1/2017,6.1,40,88101
Marin.563,5/1/2017,6.8,35,88101
Marin.663,6/1/2017,7.2,31,88101
Marin.763,7/1/2017,8.8,37,88101
Marin.863,8/1/2017,11.3,47,88101
Marin.963,9/1/2017,9.9,41,88101
Marin.1063,10/1/2017,11.1,48.5,88101
Marin.1163,11/1/2017,8.3,35,88101
Marin.1263,12/1/2017,18.25,64,88101
Mariposa.183,1/1/2017,7.4,31,88101
Mariposa.263,2/1/2017,5.2,32,88101
Mariposa.363,3/1/2017,6.7,35,88101
Mariposa.463,4/1/2017,6.1,40,88101
Mariposa.563,5/1/2017,6.9,35,88101
Mariposa.663,6/1/2017,7.2,31,88101
Mariposa.763,7/1/2017,8.8,37,88101
Mariposa.863,8/1/2017,11.2,47,88101
Mariposa.963,9/1/2017,9.9,41,88101
Mariposa.1063,10/1/2017,11,46,88101
Mariposa.1163,11/1/2017,8.2,34,88101
Mariposa.1263,12/1/2017,17.6,63,88101
Mendocino.183,1/1/2017,8.2,34,88101
Mendocino.263,2/1/2017,5.4,32,88101
Mendocino.363,3/1/2017,7.1,35,88101
Mendocino.463,4/1/2017,6.4,40,88101
Mendocino.563,5/1/2017,7,35,88101
Mendocino.663,6/1/2017,7.4,31,88101
Mendocino.763,7/1/2017,9,38,88101
Mendocino.863,8/1/2017,11.6,48,88101
Mendocino.963,9/1/2017,10,42,88101
Mendocino.1063,10/1/2017,12.1,51,88101
Mendocino.1163,11/1/2017,9.1,38,88101
Mendocino.1263,12/1/2017,20.7,69,88101
Merced.183,1/1/2017,7.6,32,88101
Merced.263,2/1/2017,5.2,32,88101
Merced.363,3/1/2017,6.7,35,88101
Merced.463,4/1/2017,6.1,40,88101
Merced.563,5/1/2017,6.8,35,88101
Merced.663,6/1/2017,7.2,30,88101
Merced.763,7/1/2017,8.8,37,88101
Merced.863,8/1/2017,11.3,47,88101
Merced.963,9/1/2017,9.9,41,88101
Merced.1063,10/1/2017,11.3,48.5,88101
Merced.1163,11/1/2017,8.3,35,88101
Merced.1263,12/1/2017,18.6,65,88101
Modoc.183,1/1/2017,7.9,33,88101
Modoc.263,2/1/2017,5.3,33,88101
Modoc.363,3/1/2017,6.8,35,88101
Modoc.463,4/1/2017,6.1,40,88101
Modoc.563,5/1/2017,6.8,35,88101
Modoc.663,6/1/2017,7.15,30,88101
Modoc.763,7/1/2017,8.7,36,88101
Modoc.863,8/1/2017,11.3,47,88101
Modoc.963,9/1/2017,9.9,41,88101
Modoc.1063,10/1/2017,11.8,51,88101
Modoc.1163,11/1/2017,8.35,35,88101
Modoc.1263,12/1/2017,19.1,66,88101
Mono.183,1/1/2017,7.7,32.5,88101
Mono.263,2/1/2017,5.1,32,88101
Mono.363,3/1/2017,6.85,35,88101
Mono.463,4/1/2017,6.15,40,88101
Mono.563,5/1/2017,6.9,35,88101
Mono.663,6/1/2017,7.2,31,88101
Mono.763,7/1/2017,8.8,37,88101
Mono.863,8/1/2017,11.4,48,88101
Mono.963,9/1/2017,9.9,41,88101
Mono.1063,10/1/2017,11.45,48.5,88101
Mono.1163,11/1/2017,8.5,35,88101
Mono.1263,12/1/2017,19.2,66,88101
Monterey.183,1/1/2017,7.45,31,88101
Monterey.263,2/1/2017,5.1,32,88101
Monterey.363,3/1/2017,6.8,35,88101
Monterey.463,4/1/2017,6.1,40,88101
Monterey.563,5/1/2017,6.9,35,88101
Monterey.663,6/1/2017,7.2,31,88101
Monterey.763,7/1/2017,8.8,37,88101
Monterey.863,8/1/2017,11.4,48,88101
Monterey.963,9/1/2017,10,42,88101
Monterey.1063,10/1/2017,11.7,49,88101
Monterey.1163,11/1/2017,8.6,36,88101
Monterey.1263,12/1/2017,19.1,66,88101
Napa.183,1/1/2017,7.3,30,88101
Napa.263,2/1/2017,5.1,32,88101
Napa.363,3/1/2017,6.4,35,88101
Napa.463,4/1/2017,6,40,88101
Napa.563,5/1/2017,6.5,35,88101
Napa.663,6/1/2017,7,31,88101
Napa.763,7/1/2017,8.8,37,88101
Napa.863,8/1/2017,11.1,47,88101
Napa.963,9/1/2017,9.8,41,88101
Napa.1063,10/1/2017,10.9,45,88101
Napa.1163,11/1/2017,8.25,34.5,88101
Napa.1263,12/1/2017,17.7,63,88101
Nevada.183,1/1/2017,7.6,32,88101
Nevada.263,2/1/2017,5.2,32,88101
Nevada.363,3/1/2017,6.7,35,88101
Nevada.463,4/1/2017,6.1,40,88101
Nevada.563,5/1/2017,6.8,35,88101
Nevada.663,6/1/2017,7.2,31,88101
Nevada.763,7/1/2017,8.8,37,88101
Nevada.863,8/1/2017,11.2,47,88101
Nevada.963,9/1/2017,9.9,41,88101
Nevada.1063,10/1/2017,11,46,88101
Nevada.1163,11/1/2017,8.3,35,88101
Nevada.1263,12/1/2017,18.2,64,88101
Orange.183,1/1/2017,7.2,30,88101
Orange.263,2/1/2017,5,33,88101
Orange.363,3/1/2017,6,36,88101
Orange.463,4/1/2017,5.5,40,88101
Orange.563,5/1/2017,6.3,36,88101
Orange.663,6/1/2017,6.85,32,88101
Orange.763,7/1/2017,8.7,38,88101
Orange.863,8/1/2017,11.1,46,88101
Orange.963,9/1/2017,9.7,41,88101
Orange.1063,10/1/2017,10.5,44,88101
Orange.1163,11/1/2017,8.3,35,88101
Orange.1263,12/1/2017,17.2,62,88101
Placer.183,1/1/2017,7.6,32,88101
Placer.263,2/1/2017,5.2,32,88101
Placer.363,3/1/2017,6.8,35,88101
Placer.463,4/1/2017,6.2,40,88101
Placer.563,5/1/2017,6.9,35,88101
Placer.663,6/1/2017,7.3,30.5,88101
Placer.763,7/1/2017,9,38,88101
Placer.863,8/1/2017,11.35,47.5,88101
Placer.963,9/1/2017,10,42,88101
Placer.1063,10/1/2017,11.3,47,88101
Placer.1163,11/1/2017,8.4,35,88101
Placer.1263,12/1/2017,18.65,65,88101
Plumas.183,1/1/2017,8.2,34,88101
Plumas.263,2/1/2017,5.3,33,88101
Plumas.363,3/1/2017,6.9,35,88101
Plumas.463,4/1/2017,6.1,40,88101
Plumas.563,5/1/2017,6.8,35,88101
Plumas.663,6/1/2017,6.9,29.5,88101
Plumas.763,7/1/2017,8.7,36,88101
Plumas.863,8/1/2017,11.5,48,88101
Plumas.963,9/1/2017,9.9,41,88101
Plumas.1063,10/1/2017,12.1,51,88101
Plumas.1163,11/1/2017,9,38,88101
Plumas.1263,12/1/2017,21.3,70.5,88101
Riverside.183,1/1/2017,7.2,30,88101
Riverside.263,2/1/2017,5,33,88101
Riverside.363,3/1/2017,6,35,88101
Riverside.463,4/1/2017,5.5,40,88101
Riverside.563,5/1/2017,6.3,36,88101
Riverside.663,6/1/2017,6.85,31,88101
Riverside.763,7/1/2017,8.7,37,88101
Riverside.863,8/1/2017,11.1,46,88101
Riverside.963,9/1/2017,9.7,41,88101
Riverside.1063,10/1/2017,10.5,44,88101
Riverside.1163,11/1/2017,8.3,35,88101
Riverside.1263,12/1/2017,17.2,62,88101
Sacramento.183,1/1/2017,7.4,31,88101
Sacramento.263,2/1/2017,5.2,32,88101
Sacramento.363,3/1/2017,6.5,35,88101
Sacramento.463,4/1/2017,6,40,88101
Sacramento.563,5/1/2017,6.6,35,88101
Sacramento.663,6/1/2017,7.1,31,88101
Sacramento.763,7/1/2017,8.8,37,88101
Sacramento.863,8/1/2017,11.2,47,88101
Sacramento.963,9/1/2017,9.9,41,88101
Sacramento.1063,10/1/2017,10.9,45,88101
Sacramento.1163,11/1/2017,8.3,35,88101
Sacramento.1263,12/1/2017,18,63,88101
San Benito.183,1/1/2017,7.6,32,88101
San Benito.263,2/1/2017,5.2,32,88101
San Benito.363,3/1/2017,6.7,35,88101
San Benito.463,4/1/2017,6.1,40,88101
San Benito.563,5/1/2017,6.8,35,88101
San Benito.663,6/1/2017,7.2,30,88101
San Benito.763,7/1/2017,8.9,37,88101
San Benito.863,8/1/2017,11.4,48,88101
San Benito.963,9/1/2017,9.9,41,88101
San Benito.1063,10/1/2017,11.3,48.5,88101
San Benito.1163,11/1/2017,8.4,35,88101
San Benito.1263,12/1/2017,18.9,65,88101
San Bernardino.183,1/1/2017,7.2,30,88101
San Bernardino.263,2/1/2017,5,33,88101
San Bernardino.363,3/1/2017,6,36,88101
San Bernardino.463,4/1/2017,5.5,40,88101
San Bernardino.563,5/1/2017,6.3,36,88101
San Bernardino.663,6/1/2017,6.85,32,88101
San Bernardino.763,7/1/2017,8.7,37,88101
San Bernardino.863,8/1/2017,11.1,46,88101
San Bernardino.963,9/1/2017,9.7,41,88101
San Bernardino.1063,10/1/2017,10.5,44,88101
San Bernardino.1163,11/1/2017,8.3,35,88101
San Bernardino.1263,12/1/2017,17.2,62,88101
San Diego.183,1/1/2017,7.95,33,88101
San Diego.263,2/1/2017,5.2,32,88101
San Diego.363,3/1/2017,7,35,88101
San Diego.463,4/1/2017,6.2,40,88101
San Diego.563,5/1/2017,6.9,36,88101
San Diego.663,6/1/2017,7.2,31,88101
San Diego.763,7/1/2017,8.8,37,88101
San Diego.863,8/1/2017,11.5,48,88101
San Diego.963,9/1/2017,9.9,41,88101
San Diego.1063,10/1/2017,11.6,48.5,88101
San Diego.1163,11/1/2017,9,38,88101
San Diego.1263,12/1/2017,19.8,67,88101
San Francisco.183,1/1/2017,7.4,31,88101
San Francisco.263,2/1/2017,5.2,32,88101
San Francisco.363,3/1/2017,6.6,34,88101
San Francisco.463,4/1/2017,6.1,40,88101
San Francisco.563,5/1/2017,6.8,35,88101
San Francisco.663,6/1/2017,7.2,30,88101
San Francisco.763,7/1/2017,8.9,37,88101
San Francisco.863,8/1/2017,11.3,47,88101
San Francisco.963,9/1/2017,9.9,41,88101
San Francisco.1063,10/1/2017,11,46,88101
San Francisco.1163,11/1/2017,8.2,34,88101
San Francisco.1263,12/1/2017,18.2,64,88101
San Joaquin.183,1/1/2017,7.3,30,88101
San Joaquin.263,2/1/2017,5,33,88101
San Joaquin.363,3/1/2017,6.2,36,88101
San Joaquin.463,4/1/2017,5.8,40,88101
San Joaquin.563,5/1/2017,6.4,36,88101
San Joaquin.663,6/1/2017,7,32,88101
San Joaquin.763,7/1/2017,8.8,37,88101
San Joaquin.863,8/1/2017,11.1,47,88101
San Joaquin.963,9/1/2017,9.8,41,88101
San Joaquin.1063,10/1/2017,10.7,45,88101
San Joaquin.1163,11/1/2017,8.3,35,88101
San Joaquin.1263,12/1/2017,17.4,62,88101
San Luis Obispo.183,1/1/2017,8.2,34,88101
San Luis Obispo.263,2/1/2017,5.3,32,88101
San Luis Obispo.363,3/1/2017,6.9,35,88101
San Luis Obispo.463,4/1/2017,6.1,40,88101
San Luis Obispo.563,5/1/2017,6.8,35,88101
San Luis Obispo.663,6/1/2017,6.9,31,88101
San Luis Obispo.763,7/1/2017,8.7,36,88101
San Luis Obispo.863,8/1/2017,11.5,48,88101
San Luis Obispo.963,9/1/2017,9.9,41,88101
San Luis Obispo.1063,10/1/2017,12.1,51,88101
San Luis Obispo.1163,11/1/2017,9,38,88101
San Luis Obispo.1263,12/1/2017,21.3,70.5,88101
San Mateo.183,1/1/2017,7.8,33,88101
San Mateo.263,2/1/2017,5.2,32,88101
San Mateo.363,3/1/2017,6.8,35,88101
San Mateo.463,4/1/2017,6.2,40,88101
San Mateo.563,5/1/2017,6.9,35,88101
San Mateo.663,6/1/2017,7.3,31,88101
San Mateo.763,7/1/2017,9,38,88101
San Mateo.863,8/1/2017,11.4,48,88101
San Mateo.963,9/1/2017,9.9,41,88101
San Mateo.1063,10/1/2017,11.3,51,88101
San Mateo.1163,11/1/2017,8.5,35,88101
San Mateo.1263,12/1/2017,18.7,65,88101
Santa Barbara.183,1/1/2017,7.95,33,88101
Santa Barbara.263,2/1/2017,5.2,32,88101
Santa Barbara.363,3/1/2017,7,35,88101
Santa Barbara.463,4/1/2017,6.2,40,88101
Santa Barbara.563,5/1/2017,6.9,35,88101
Santa Barbara.663,6/1/2017,7.2,30,88101
Santa Barbara.763,7/1/2017,8.8,37,88101
Santa Barbara.863,8/1/2017,11.5,48,88101
Santa Barbara.963,9/1/2017,9.9,41,88101
Santa Barbara.1063,10/1/2017,11.6,48.5,88101
Santa Barbara.1163,11/1/2017,9,38,88101
Santa Barbara.1263,12/1/2017,19.8,67,88101
Santa Clara.183,1/1/2017,7.4,31,88101
Santa Clara.263,2/1/2017,5.2,32,88101
